Guide	Gene	c1	c2	c3	t1	t2	t3	t4
Zmynd12_-_119422919.23-P1P2	Zmynd12	9142	2726	1983	7939	4441	1201	801
Adrm1_-_180171639.23-P1P2	Adrm1	10336	2693	2000	8860	5068	1238	931
non-targeting_01590	non-targeting	2747	978	725	2539	1464	318	233
Hspb11_-_107253980.23-P1P2	Hspb11	11279	2686	2027	9701	5285	1253	857
non-targeting_00867	non-targeting	12585	3916	2989	11360	6359	1970	1403
Hyou1_-_44379602.23-P1P2	Hyou1	17645	5595	4146	14407	7925	2256	1600
non-targeting_00026	non-targeting	21085	6005	4591	18221	10654	2507	1911
Ttc21a_+_119937630.23-P1P2	Ttc21a	6189	1880	1537	5199	3215	935	680
Dnajb1_-_83608287.23-P1P2	Dnajb1	7715	2401	1893	9279	5612	1148	746
Cct5_+_31601770.23-P1P2	Cct5	9280	3030	2346	8603	5200	1312	1023
Dnaja1_+_40723220.23-P1P2	Dnaja1	9530	2667	1930	8857	5402	1053	703
Hsp90ab1_-_45569360.23-P2	Hsp90ab1	10625	3024	2298	9249	5611	1288	1017
Ppil2_-_17110985.23-P1P2	Ppil2	10720	3577	2832	9028	5607	1449	974
non-targeting_00263	non-targeting	9933	3146	2434	9250	5346	1173	873
non-targeting_01578	non-targeting	6293	1812	1436	6262	3309	948	641
Hsf5_-_87617223.23-P1P2	Hsf5	13069	3960	2997	12259	7928	1747	1372
non-targeting_01335	non-targeting	16738	4203	3092	15232	8867	1751	1314
Ttc21a_-_119937681.23-P1P2	Ttc21a	9014	2531	1747	7934	5020	1056	774
Asph_-_9669091.23-P1P2	Asph	7959	2502	1854	6944	4609	1072	745
Crnkl1_-_145934947.23-P1P2	Crnkl1	10971	3472	2765	8103	4763	1184	889
Cct4_-_22990675.23-P1P2	Cct4	15491	4610	3505	12064	7272	1662	1440
Ttc17_-_94406638.23-P1	Ttc17	16628	5181	3905	14838	8109	2449	1502
non-targeting_00563	non-targeting	8659	2781	2235	8066	3908	1127	796
Cdc37l1_-_28990533.23-P1P2	Cdc37l1	15128	4186	3167	14212	8554	2057	1392
Dnajb11_-_22857896.23-P1P2	Dnajb11	5486	1292	1037	4367	2854	569	438
Dnajb9_+_44210012.23-P1P2	Dnajb9	22968	5316	4080	18368	10279	2331	1882
Itgb1bp2_-_101449310.23-P1P2	Itgb1bp2	10864	3707	2973	9422	5687	1641	1198
non-targeting_01574	non-targeting	8857	1901	1534	8206	4465	919	610
Hsp90ab1_-_45569777.23-P2	Hsp90ab1	7380	1745	1326	6760	3987	896	637
Pdcd11_+_47090826.23-P1P2	Pdcd11	14766	4447	3445	12274	7479	1988	1346
Cct7_+_85452153.23-P1P2	Cct7	18156	4440	3636	9518	5915	1398	1065
Pdcd11_+_47090789.23-P1P2	Pdcd11	10446	3185	2456	9046	4897	1388	938
Gpsm2_-_108722220.23-P1P2	Gpsm2	14335	3579	2704	12469	7377	1661	1180
Ttc32_-_9030081.23-P1P2	Ttc32	8315	2236	1687	6763	4027	1025	674
non-targeting_00255	non-targeting	7698	2651	1924	6632	3416	1109	768
Lonp1_+_56626866.23-P1P2	Lonp1	9156	2656	2079	7272	4505	973	691
Sgtb_+_104110008.23-P1P2	Sgtb	20068	4782	3580	17082	10407	2180	1758
Lonp1_-_56626469.23-P1P2	Lonp1	21451	7695	5642	19825	11070	3344	2496
Odf1_+_38219533.23-P1P2	Odf1	8996	2992	2297	8223	4651	1196	909
Dnajc2_+_21785193.23-P1P2	Dnajc2	14138	3808	2984	12591	7732	1724	1297
Dnajb13_-_100514707.23-P1P2	Dnajb13	6196	2025	1596	5545	2919	904	609
Hsph1_+_149636050.23-P1P2	Hsph1	18172	4701	3551	15002	8579	2128	1461
Dyx1c1_-_72958830.23-P1P2	Dyx1c1	7159	2289	1730	6794	3513	1111	740
Dnajb2_-_75236518.23-P1P2	Dnajb2	16154	4373	3339	13448	7735	1951	1202
Agr2_+_35993318.23-P1P2	Agr2	10101	2917	2321	9267	4936	1324	1010
Ttc19_+_62281504.23-P1P2	Ttc19	14605	4187	3209	13061	7529	1703	1280
Tor4a_-_25196711.23-P1P2	Tor4a	14806	4586	3240	14100	7107	2193	1431
Dnajc2_-_21785128.23-P1P2	Dnajc2	15317	4516	3472	12972	7499	2089	1524
Aarsd1_+_101417384.23-P1	Aarsd1	10412	2808	2159	9253	5889	1049	908
Ttc28_-_110879879.23-P1P2	Ttc28	1869	623	440	1829	783	266	201
Pin1_-_20652135.23-P1P2	Pin1	23917	6521	4781	20579	11421	2772	1918
Usp19_-_108490872.23-P1P2	Usp19	16098	5042	3918	14676	8779	2373	1711
Gpsm2_-_108722232.23-P1P2	Gpsm2	3475	957	791	3084	1617	414	319
non-targeting_00860	non-targeting	8653	2443	1914	6988	3884	1121	695
non-targeting_00043	non-targeting	10515	2952	2303	10084	5636	1459	937
Hspa8_-_40802627.23-P2	Hspa8	5864	1808	1401	4846	2988	695	572
Hsfy2_+_56637391.23-P1P2	Hsfy2	12169	4291	3339	10665	5690	1680	1186
Psmg3_-_139826793.23-P1P2	Psmg3	6228	1764	1302	5422	2993	788	574
Ttc23_-_67647456.23-P1P2	Ttc23	10755	3830	2904	10158	6111	1434	1058
Ttc7_+_87283192.23-P1P2	Ttc7	16048	4560	3495	14195	8290	2149	1500
Canx_+_50325599.23-P1P2	Canx	2555	694	486	2038	914	275	183
non-targeting_00281	non-targeting	8333	2662	2153	6996	4159	1269	760
Klc1_-_111758936.23-P1P2	Klc1	17203	3894	2826	14274	7605	1752	1363
St13_-_81399676.23-P1P2	St13	14491	4529	3405	12902	7007	1910	1364
Erp27_+_136922163.23-P1P2	Erp27	9144	3100	2447	7913	4687	1321	1032
non-targeting_00034	non-targeting	7116	2232	1796	6594	3817	1020	725
Fkbp3_-_65073906.23-P1P2	Fkbp3	9383	2246	1749	8354	4251	1016	703
Lrp2bp_-_46010651.23-P1	Lrp2bp	4830	1727	1406	4549	2550	836	606
Atf6_-_170867702.23-P1P2	Atf6	11132	3654	2862	10618	6157	1550	1212
non-targeting_01320	non-targeting	10393	3113	2317	9557	5071	1389	965
Pdia4_-_47813336.23-P1P2	Pdia4	16061	4723	3608	13912	7476	2047	1503
Phb2_+_124712300.23-P1P2	Phb2	5869	1663	1393	5596	3502	724	498
Hspd1_-_55087785.23-P1P2	Hspd1	9512	2513	1947	7829	4665	1089	741
Ttc27_-_74717804.23-P1P2	Ttc27	6006	2133	1550	5195	2956	666	570
Usp19_-_108490908.23-P1P2	Usp19	12355	4174	2856	11014	6077	1535	1072
Tor2a_-_32757501.23-P1P2	Tor2a	18958	5265	3976	18028	10281	2465	1806
Ppib_+_66060305.23-P1P2	Ppib	11899	3532	2557	10515	6048	1653	1220
Ficd_-_113736238.23-P1P2	Ficd	13370	3464	2723	11885	6700	1510	1102
non-targeting_00020	non-targeting	12181	3296	2587	11428	7038	1557	1056
Qsox1_-_155812735.23-P1P2	Qsox1	11517	2949	2207	10667	5933	1297	985
Hspb8_+_116422767.23-P1P2	Hspb8	6800	1964	1564	7415	3768	953	634
Hyou1_-_44379779.23-P1P2	Hyou1	10753	3212	2388	10369	5146	1382	1077
Dyx1c1_+_72958813.23-P1P2	Dyx1c1	10252	3129	2348	9100	4589	1292	1028
Odf1_+_38219579.23-P1P2	Odf1	17983	4618	3764	15625	9407	1907	1364
Dnajb8_+_88222310.23-P1P2	Dnajb8	7211	2180	1595	6760	3469	914	667
non-targeting_00007	non-targeting	15721	3796	2917	11406	7175	1765	1196
Hspa12a_+_58860882.23-P1P2	Hspa12a	18430	6549	4885	16864	9670	2865	1680
Hspb8_+_116422850.23-P1P2	Hspb8	9951	2977	2380	9654	5197	1207	939
non-targeting_01333	non-targeting	10962	3660	2726	10216	5747	1494	1091
Pin1_+_20652200.23-P1P2	Pin1	11254	3191	2429	11264	6484	1519	1068
non-targeting_01073	non-targeting	6859	1824	1449	5861	3917	768	536
Dnajb14_+_137868175.23-P1P2	Dnajb14	12237	3886	3009	11316	6393	1628	1307
Mlf1_-_67374525.23-P1P2	Mlf1	14905	4880	3640	13263	7255	2071	1428
non-targeting_01607	non-targeting	8037	2318	1791	6594	3537	992	616
Hspa9_-_34954157.23-P1P2	Hspa9	9845	2873	2158	8673	5380	1157	840
Atf6_+_170867553.23-P1P2	Atf6	15254	3726	2909	12189	6517	1618	1300
Tmtc1_+_148444291.23-P1P2	Tmtc1	14787	4046	2882	14204	7855	1937	1411
Nktr_-_121719229.23-P1P2	Nktr	8414	2301	1865	8313	4237	1109	753
non-targeting_00274	non-targeting	15362	2583	2028	11858	7130	765	537
Dnajc13_+_104262905.23-P1P2	Dnajc13	3090	963	750	2845	1620	421	331
non-targeting_01322	non-targeting	13227	3420	2720	11109	7163	1458	1085
Cct7_+_85452116.23-P1P2	Cct7	5480	1775	1368	3862	1934	508	401
Dnajb13_-_100514506.23-P1P2	Dnajb13	17974	5814	4483	14943	7922	2306	1698
Ttc23_-_67647468.23-P1P2	Ttc23	5722	1932	1515	5247	2961	831	620
Mcmbp_-_128740274.23-P1P2	Mcmbp	9801	3363	2604	9622	5319	1549	1146
Tcp1_+_12916485.23-P1P2	Tcp1	7705	2585	1945	5656	2995	931	640
Qsox2_-_26237300.23-P1P2	Qsox2	13376	3272	2631	12182	7058	1642	1113
Hspa13_+_75766668.23-P1P2	Hspa13	11955	3265	2518	10331	5822	1226	894
Klc4_-_46645133.23-P1P2	Klc4	12969	3339	2602	11656	6225	1476	1085
Lrrc6_+_66500859.23-P1P2	Lrrc6	4044	1278	942	3286	2110	537	453
non-targeting_00848	non-targeting	14226	3893	2759	13316	7632	1813	1429
Ttc3_-_94370811.23-P1P2	Ttc3	15239	4447	3106	12838	7406	1780	1364
Sgta_-_81060103.23-P1P2	Sgta	8779	2896	2106	8695	4441	1411	897
Tmtc2_+_105574372.23-P1P2	Tmtc2	4048	1253	970	3079	2060	511	370
Leprel1_+_26105778.23-P1P2	Leprel1	14835	4400	3275	13149	7102	1740	1304
Klc3_+_19399890.23-P1	Klc3	11862	3468	2678	12381	7494	1628	1177
Psmg4_+_34163036.23-P1P2	Psmg4	10047	3473	2658	9154	4425	1404	868
Emc2_+_43477259.23-P1P2	Emc2	3845	1143	858	3394	2309	531	441
Opa1_-_29579412.23-P1P2	Opa1	12766	3855	2870	12421	7255	1730	1215
Vbp1_-_75514394.23-P1P2	Vbp1	8458	2620	2024	7638	4492	1246	874
Clu_-_65968670.23-P1	Clu	6479	2026	1414	5557	3353	794	666
Erp27_-_136922160.23-P1P2	Erp27	8754	2999	2397	8019	4611	1300	895
Cbl_-_44233934.23-P1P2	Cbl	9219	2993	2263	7607	4442	1250	940
P4ha2_+_54101253.23-P1	P4ha2	11232	2607	2014	9761	5820	1322	904
non-targeting_00283	non-targeting	17229	5540	4275	14508	9331	2298	1724
Fkbpl_+_34644881.23-P1P2	Fkbpl	13262	4514	3519	11849	7030	2003	1315
Appbp2_+_85235045.23-P1P2	Appbp2	8835	2827	2185	8465	4876	1200	926
non-targeting_00017	non-targeting	7198	1546	1269	6509	3947	845	620
Plod3_-_136987630.23-P1P2	Plod3	10579	3384	2628	10586	5694	1685	1295
Dnajc13_-_104262891.23-P1P2	Dnajc13	4088	1179	864	3765	2194	565	435
Ttc37_-_76098829.23-P1P2	Ttc37	5690	1676	1284	5805	2961	818	460
non-targeting_01321	non-targeting	11170	3793	2961	9882	5948	1718	1235
Dnajc5g_-_31108566.23-P1P2	Dnajc5g	14091	3697	2954	12697	6639	1506	1163
Pex5l_+_33143194.23-P2	Pex5l	18114	4961	3783	15908	8738	2319	1719
non-targeting_00016	non-targeting	2304	788	556	2353	1514	349	285
Dnajc2_+_21785142.23-P1P2	Dnajc2	2187	673	532	1953	1125	331	211
Uty_+_1245456.23-P1P2	Uty	20253	7318	5760	17690	10144	3418	2077
Ppid_+_79591447.23-P1P2	Ppid	14500	4741	3670	13590	7855	2290	1679
Sh3tc1_-_35729000.23-P1P2	Sh3tc1	2699	931	684	2580	1101	404	296
Ptgds_-_25469002.23-P1P2	Ptgds	7283	2559	2023	6746	3322	1200	788
Hspa1b_+_34958851.23-P1P2	Hspa1b	11264	3127	2472	9321	5415	1290	943
Ttc30a1_+_75981739.23-P1P2	Ttc30a1	4298	1336	945	3942	2311	600	428
Uxt_+_20961902.23-P1P2	Uxt	5969	1678	1250	3565	2194	545	353
Hsp90aa1_-_110696343.23-P1P2	Hsp90aa1	3556	1079	849	3815	2411	463	339
Dnajc7_+_100619600.23-P1P2	Dnajc7	11738	3927	2955	11587	6130	1789	1415
non-targeting_01327	non-targeting	8305	2782	2092	6597	4950	1045	814
Cct8l1_+_25516074.23-P1P2	Cct8l1	4220	1323	899	3938	2655	563	493
Pex5l_+_33082806.23-P1	Pex5l	7234	2296	1902	6461	3922	984	677
Cct6b_-_82764269.23-P1P2	Cct6b	8542	2693	2264	7587	4149	1311	877
Cryaa_+_31677951.23-P1P2	Cryaa	19479	5898	4637	17630	10575	2479	1933
Dnajc5g_-_31108542.23-P1P2	Dnajc5g	20188	5917	4428	16443	9875	2582	1692
Dnajc6_-_101508207.23-P1P2	Dnajc6	14862	4225	2986	15334	8190	2013	1584
Itgb1bp2_-_101449197.23-P1P2	Itgb1bp2	1248	422	369	1355	518	153	129
Hspa8_-_40802623.23-P2	Hspa8	13163	4273	3222	11507	6021	1839	1417
Crnkl1_+_145934585.23-P1P2	Crnkl1	16181	4993	3652	12423	7737	1756	1312
Bag4_-_25785141.23-P1P2	Bag4	20022	6402	4767	19586	11130	2630	1923
P4ha3_+_100285525.23-P1P2	P4ha3	8726	2223	1584	7638	4007	1039	601
Dnajc28_+_91618973.23-P1P2	Dnajc28	3968	1419	1010	3595	2524	607	491
non-targeting_01575	non-targeting	2153	777	620	2092	1363	306	242
Klc2_+_5118226.23-P1P2	Klc2	15689	5031	3776	14878	8128	2166	1636
Dnaja1_-_40722511.23-P1P2	Dnaja1	9461	2407	1777	8737	5873	1089	805
Psmg1_+_95990856.23-P1P2	Psmg1	14107	4678	3527	12376	7459	1863	1393
P4ha2_+_54101052.23-P1	P4ha2	14636	3988	3105	12169	6655	1618	1376
Lonrf3_+_36328474.23-P1P2	Lonrf3	20206	6097	4726	18829	10870	2651	1958
non-targeting_01119	non-targeting	4691	1384	1149	4072	1870	733	493
Gak_-_108629724.23-P1P2	Gak	10722	2674	2073	9041	5361	1085	741
Serpinh1_-_99353086.23-P1P2	Serpinh1	14645	4307	3255	13676	8264	1983	1495
Mzb1_-_35649259.23-P1P2	Mzb1	18521	5953	4718	17506	9401	2645	1882
Hspa4l_-_40745868.23-P1P2	Hspa4l	14780	5109	3909	15168	7732	1902	1391
Fkbp5_-_28517532.23-P2	Fkbp5	6434	2008	1696	7040	4269	956	710
Lrp2bp_-_46010672.23-P1	Lrp2bp	2757	909	727	2473	1495	417	296
Dnajb12_-_59879842.23-P1P2	Dnajb12	12863	3716	2877	10124	6438	1582	1096
Ttc5_-_50785345.23-P1P2	Ttc5	16929	5165	3966	14227	8580	2439	1580
non-targeting_00863	non-targeting	12643	3769	2805	11286	7023	1735	1136
Lonp1_+_56626869.23-P1P2	Lonp1	14895	3643	2829	11807	6898	1438	1059
Dnajc19_-_34081313.23-P1P2	Dnajc19	10565	2843	2169	9399	4975	1362	795
Dnajb1_-_83608325.23-P1P2	Dnajb1	18394	5232	3698	17673	9583	2398	1614
Calr_-_84846803.23-P1P2	Calr	11530	3623	2773	10582	5866	1591	1304
Bag3_+_128523835.23-P1P2	Bag3	14072	3985	3007	13311	7324	1873	1253
Ttc36_-_44802874.23-P1P2	Ttc36	14491	4654	3626	13081	7389	1970	1449
Fkbp4_+_128438618.23-P1P2	Fkbp4	18352	5556	4235	15395	8366	2448	1653
Clu_-_65968736.23-P1	Clu	17067	5140	3854	14594	8136	2198	1577
Dnaja4_-_54699565.23-P1P2	Dnaja4	11293	3031	2412	10467	6114	1447	1091
Tcp1_+_12916473.23-P1P2	Tcp1	11837	3381	2519	10583	5813	1518	1140
Ttc27_-_74717954.23-P1P2	Ttc27	14020	3418	2686	10617	6106	1290	895
Fkbp1b_+_4841520.23-P1P2	Fkbp1b	12270	4232	3110	10846	5949	1649	1244
Dnajb8_+_88222328.23-P1P2	Dnajb8	8942	2079	1551	8381	4868	979	635
Phgdh_-_98339611.23-P1P2	Phgdh	2328	737	630	2401	1666	367	251
Tor3a_+_156674322.23-P1P2	Tor3a	15932	4586	3632	16010	8864	1994	1547
non-targeting_01579	non-targeting	14389	4750	3610	13509	7467	2079	1253
Fkbp1a_-_151542590.23-P1P2	Fkbp1a	18213	5679	4117	16225	9714	2475	1700
Hsf2_+_57486461.23-P1P2	Hsf2	6380	2087	1632	5498	3331	881	645
Dnaja3_-_4684186.23-P1P2	Dnaja3	12599	3393	2582	11198	6559	1414	1053
Pfdn5_-_102326134.23-P1P2	Pfdn5	14106	4417	3273	10315	5639	1737	1322
Pex5l_+_33143182.23-P2	Pex5l	15103	4698	3569	13848	8280	2056	1387
Dnajc5b_+_19508687.23-P1P2	Dnajc5b	2862	967	779	2733	1270	426	297
Fkbp7_-_76672853.23-P1P2	Fkbp7	3887	1230	996	3460	2424	504	394
Dnajc7_+_100619570.23-P1P2	Dnajc7	15269	4779	3629	13403	7207	2110	1512
Uty_+_1245713.23-P1P2	Uty	16512	5592	4375	13289	8203	2228	1613
Dnajb8_+_88222331.23-P1P2	Dnajb8	5995	1393	992	5182	3515	599	489
Aip_+_4121486.23-P1P2	Aip	7937	2358	1674	7103	3982	1071	706
non-targeting_00022	non-targeting	8176	2461	1833	7856	4513	1056	820
Clu_-_65969805.23-P2	Clu	7999	2006	1592	7165	4388	973	650
Psmg2_+_67641629.23-P1P2	Psmg2	8283	2194	1713	7738	4808	1006	800
Appbp2_+_85235083.23-P1P2	Appbp2	20667	7246	5339	18020	11292	3013	2109
Srp68_+_116274081.23-P1P2	Srp68	9413	3015	2212	9097	4738	1274	945
Fkbp6_+_135349995.23-P1P2	Fkbp6	12750	2594	2035	11893	7482	1033	728
Tomm70a_+_57121776.23-P1P2	Tomm70a	23409	7359	5830	21400	11721	3223	2387
Tmx1_-_70453201.23-P1P2	Tmx1	8990	2777	2138	8328	5019	1425	886
Dnajc14_+_128805697.23-P1P2	Dnajc14	11733	2993	2348	10900	6622	1480	1058
Dnajc11_+_151934163.23-P1P2	Dnajc11	14564	4434	3493	13073	6788	2060	1451
Edem1_-_108828957.23-P1P2	Edem1	16372	5019	3949	14837	8133	2243	1473
Pdia5_+_35490809.23-P1P2	Pdia5	4922	1391	1132	4290	2674	618	447
Rpap3_+_97705810.23-P1P2	Rpap3	14203	4262	3296	8240	4355	1316	865
Cdc23_-_34651343.23-P1P2	Cdc23	13951	4010	3061	12288	7270	1805	1287
non-targeting_01614	non-targeting	4400	1383	1041	4394	2566	682	453
Ttc30b_+_75938398.23-P1P2	Ttc30b	10179	3362	2754	8838	5194	1536	997
Pdia3_+_121414033.23-P1P2	Pdia3	13576	4052	3127	11637	7155	1835	1132
non-targeting_00834	non-targeting	15411	4428	3516	13669	7897	1993	1351
Cdc23_-_34651666.23-P1P2	Cdc23	10027	3003	2474	9605	5523	1371	954
Hsph1_+_149636146.23-P1P2	Hsph1	11373	3664	2871	10475	6427	1501	1045
Edem3_-_151755381.23-P1P2	Edem3	20246	5025	3608	17666	9188	2350	1467
non-targeting_01338	non-targeting	9763	2902	2517	9632	5920	1283	912
Ttc4_-_106678683.23-P1P2	Ttc4	3139	1097	892	2800	1823	504	296
Ahsa1_-_87266824.23-P1P2	Ahsa1	18244	5218	4154	17107	8482	2145	1611
Klc1_-_111758947.23-P1P2	Klc1	22624	7981	6096	18812	11273	3457	2444
Dnajc28_-_91618979.23-P1P2	Dnajc28	12930	4266	3346	12810	7099	1967	1398
non-targeting_00858	non-targeting	11532	3962	3153	9467	5632	1563	1160
Pfdn2_-_171345892.23-P1P2	Pfdn2	6667	2190	1683	6391	3504	912	620
Asna1_+_85024779.23-P1P2	Asna1	13061	4004	3176	10058	6051	1472	1010
Unc45b_+_82911330.23-P1P2	Unc45b	13714	3935	3141	11850	5839	1768	1278
Ttc39b_-_83324144.23-P1P2	Ttc39b	10884	2660	1930	9365	4775	1353	873
Trap1_+_4077595.23-P1P2	Trap1	13069	3767	2764	11636	7039	1609	1210
Hsfy2_+_56637372.23-P1P2	Hsfy2	12641	3860	3226	11936	7422	1732	1456
Ttc8_-_98920673.23-P1P2	Ttc8	6713	1969	1640	6424	4281	1032	672
Tmx2_-_84678323.23-P1P2	Tmx2	15119	4922	3935	13546	8032	2101	1547
Ttc3_-_94370776.23-P1P2	Ttc3	7539	1810	1412	6785	4114	788	553
Sgta_+_81060151.23-P1P2	Sgta	19311	5359	4139	16612	8965	2377	1748
Dnajc28_+_91618949.23-P1P2	Dnajc28	10244	3454	2482	9509	4702	1443	1085
Mlf1_+_67374175.23-P1P2	Mlf1	17502	4916	3568	17833	9946	2281	1630
Uty_+_1245640.23-P1P2	Uty	1735	647	547	1849	738	239	224
Tor2a_-_32757288.23-P1P2	Tor2a	12193	3652	2874	10768	6119	1644	1259
Tor3a_-_156674226.23-P1P2	Tor3a	7990	2695	2082	6984	4208	1163	711
Itgb1bp2_-_101449325.23-P1P2	Itgb1bp2	4391	1517	1197	4465	2362	644	406
Clpb_+_101663752.23-P1P2	Clpb	7135	2279	1693	6844	3145	936	686
Ttc7_-_87283262.23-P1P2	Ttc7	2454	841	626	2460	1128	405	279
P4hb_-_120572838.23-P1P2	P4hb	18448	3874	2822	17519	10256	1676	1162
Hspa14_+_3512748.23-P1P2	Hspa14	10403	3140	2335	10419	6409	1418	1013
Hspa1b_-_34958860.23-P1P2	Hspa1b	17516	5006	3683	14564	8225	2508	1658
Canx_-_50325574.23-P1P2	Canx	26899	7184	5291	22911	14001	2918	1915
Txndc11_+_11134536.23-P1P2	Txndc11	6121	1601	1240	5755	3375	749	531
Tor4a_-_25196821.23-P1P2	Tor4a	10405	3780	3069	9126	5249	1596	1160
Ahsa2_-_23497879.23-P1P2	Ahsa2	8859	2639	1919	7187	3411	1322	820
Dnajc5g_+_31108750.23-P1P2	Dnajc5g	8052	2408	1907	7468	3971	1090	696
non-targeting_01116	non-targeting	8061	2879	2280	7151	4571	1167	829
non-targeting_01587	non-targeting	4625	1603	1261	4463	2590	680	461
Ppid_-_79591404.23-P1P2	Ppid	8060	2586	2060	7760	4561	1156	882
Hspa8_-_40802659.23-P2	Hspa8	5073	1373	1103	4522	2434	634	335
Uxt_+_20961989.23-P1P2	Uxt	6235	1461	1190	5692	3538	705	465
Ttc18_-_20452113.23-P1P2	Ttc18	1644	496	327	1443	1017	248	134
Cryaa_+_31677941.23-P1P2	Cryaa	14341	4266	3493	13684	7446	1824	1274
Ttc32_-_9030019.23-P1P2	Ttc32	9504	3068	2216	9124	5420	1330	1058
Fkbp1a_+_151542638.23-P1P2	Fkbp1a	16754	4051	2853	14853	7989	1856	1303
Hspa1a_+_34971599.23-P1P2	Hspa1a	8818	2992	2307	7744	4262	1465	934
Bbs4_+_59353408.23-P1P2	Bbs4	15956	5032	3932	14413	9508	2263	1608
non-targeting_01602	non-targeting	5255	1384	1023	4516	2854	594	453
Tmx4_+_134643859.23-P1P2	Tmx4	19285	6060	4573	17002	9869	2606	1680
Bag1_+_40948017.23-P1P2	Bag1	6060	1809	1532	4296	2522	632	520
Hsf1_-_76477449.23-P1P2	Hsf1	15692	4507	3574	13881	7872	1937	1509
Dnajb11_-_22857934.23-P1P2	Dnajb11	9492	2599	1980	8394	4633	1211	914
non-targeting_00035	non-targeting	12144	3447	2768	11272	6517	1448	1160
Cdc37_+_21149871.23-P1P2	Cdc37	15164	4092	3127	12373	7199	1541	1078
Hspa5_+_34772177.23-P1P2	Hspa5	13328	4305	3443	9103	5217	1413	898
Hspa1l_+_34972985.23-P1P2	Hspa1l	15414	5590	4355	13757	7518	2275	1673
Irs4_-_141725174.23-P1P2	Irs4	5539	1399	1119	4908	2744	577	371
Bag5_+_111713082.23-P1P2	Bag5	14069	4235	3160	12017	7274	1851	1369
non-targeting_01573	non-targeting	10751	3372	2564	10643	5939	1478	1173
Ttc13_-_124721973.23-P1P2	Ttc13	1843	543	388	1776	721	262	157
non-targeting_00261	non-targeting	9539	2279	1755	7823	4327	1014	658
Pdia2_+_26196757.23-P2	Pdia2	8448	2504	1955	7977	4218	1164	831
non-targeting_00015	non-targeting	7655	2340	1865	6856	4425	1079	804
non-targeting_01611	non-targeting	7620	2407	1908	7513	4415	1170	931
Dnajc1_-_18392787.23-P1P2	Dnajc1	8005	2145	1677	7436	5399	1001	781
Tmtc3_+_100487333.23-P1P2	Tmtc3	16519	4389	3486	15176	7621	1987	1364
Pex5l_+_33143225.23-P2	Pex5l	14600	3947	3172	12085	6939	1870	1279
Tmtc4_-_122982993.23-P1P2	Tmtc4	13348	4013	3058	11557	6287	1892	1280
Dnajb6_+_29736402.23-P1P2	Dnajb6	8822	2892	2245	7433	4007	1204	897
Spag1_-_36179392.23-ENSMUST00000047348.3,ENSMUST00000171205.1	Spag1	10452	3139	2411	8729	5337	1483	976
Psmc1_-_100110196.23-P1P2	Psmc1	16226	5106	3863	15006	8580	2204	1479
P4hb_-_120572824.23-P1P2	P4hb	16023	4697	3689	12775	7702	1972	1383
Ero1l_+_45318506.23-P1P2	Ero1l	17788	4100	3057	16537	9987	2198	1368
Cct8l1_-_25516081.23-P1P2	Cct8l1	5633	1439	1140	5163	2839	603	518
Txnrd3_+_89644064.23-P1P2	Txnrd3	14553	4571	3362	13173	7118	2087	1567
Sacs_-_61173039.23-P1P2	Sacs	9805	2354	1726	8627	4210	1122	703
Ttc39b_-_83324128.23-P1P2	Ttc39b	9797	3054	2443	9371	5450	1383	1093
Lrrc6_+_66500845.23-P1P2	Lrrc6	11119	3163	2437	9593	5248	1536	988
Pfdn4_-_170511505.23-P1P2	Pfdn4	13097	3273	2380	10741	6351	1468	1047
non-targeting_00538	non-targeting	1426	423	331	879	582	204	109
Hspa8_+_40802646.23-P2	Hspa8	3949	1406	1076	3462	2015	542	408
non-targeting_00031	non-targeting	6384	1875	1549	5757	2499	841	639
Phb2_+_124712386.23-P1P2	Phb2	13986	4155	3174	12657	7350	1613	1261
Ttc24_+_88077802.23-P2	Ttc24	13869	3770	2990	13527	7761	1497	1119
Cryaa_-_31677948.23-P1P2	Cryaa	11427	3843	2879	10163	5500	1578	1177
non-targeting_01358	non-targeting	13477	4063	2970	11417	6302	1837	1200
Fkbp8_-_70528041.23-P1P2	Fkbp8	11489	3680	2719	11309	7538	1645	1176
non-targeting_00278	non-targeting	18544	5490	4087	16264	9732	2234	1594
Ppil3_+_58445077.23-P1P2	Ppil3	7383	1853	1497	6215	3989	794	571
Ppia_+_6415848.23-P1P2	Ppia	12714	3343	2570	10786	5780	1488	1027
Hsp90ab1_+_45573215.23-P1	Hsp90ab1	22980	7416	5515	18622	10586	2958	2084
Fkbp7_-_76673068.23-P1P2	Fkbp7	7364	2058	1620	6439	3702	828	631
Txn2_-_77928928.23-P1	Txn2	18255	5999	4570	15899	9184	2767	1815
Ttc14_-_33800232.23-P1P2	Ttc14	15927	4211	3335	14745	7315	2151	1613
Hspa1a_+_34971632.23-P1P2	Hspa1a	5179	1460	1065	4512	2715	611	413
Ifit3_+_34583508.23-P1P2	Ifit3	7063	2330	1819	6501	3878	1062	775
Pdia3_+_121413992.23-P1P2	Pdia3	11053	2787	2298	10555	5405	1270	811
Cct2_+_117063704.23-P1P2	Cct2	11270	3602	2832	9402	5433	1317	1115
Txndc12_+_108834757.23-P1P2	Txndc12	4156	1462	1104	3499	1868	593	334
Ttc14_+_33800226.23-P1P2	Ttc14	5588	1414	1050	5569	3027	652	476
